   9.3473089e-01   9.3481216e-01   9.3570464e-01   9.3953662e-01   9.4565181e-01   9.5369556e-01   9.6327289e-01   9.7399718e-01   9.8551785e-01   9.9752975e-01   1.0097705e+00   1.0220112e+00   1.0340450e+00   1.0456749e+00   1.0567040e+00   1.0669282e+00   1.0761326e+00   1.0840932e+00   1.0905858e+00   1.0954012e+00   1.0983654e+00   1.0990512e+00   1.0991136e+00
   9.5297351e-01   9.5304350e-01   9.5381248e-01   9.5712678e-01   9.6246927e-01   9.6959439e-01   9.7821596e-01   9.8803917e-01   9.9878186e-01   1.0101845e+00   1.0220112e+00   1.0340450e+00   1.0460787e+00   1.0579055e+00   1.0693081e+00   1.0800508e+00   1.0898740e+00   1.0984956e+00   1.1056207e+00   1.1109632e+00   1.1142775e+00   1.1150464e+00   1.1151164e+00
   9.6897634e-01   9.6903875e-01   9.6972451e-01   9.7268877e-01   9.7750410e-01   9.8399677e-01   9.9195739e-01   1.0011617e+00   1.0113859e+00   1.0224151e+00   1.0340450e+00   1.0460787e+00   1.0583195e+00   1.0705602e+00   1.0825721e+00   1.0940928e+00   1.1048171e+00   1.1143944e+00   1.1224381e+00   1.1285533e+00   1.1323853e+00   1.1332778e+00   1.1333591e+00
   9.8298234e-01   9.8303966e-01   9.8366977e-01   9.8639967e-01   9.9086158e-01   9.9693122e-01   1.0044551e+00   1.0132643e+00   1.0231851e+00   1.0340450e+00   1.0456749e+00   1.0579055e+00   1.0705602e+00   1.0834438e+00   1.0963273e+00   1.1089311e+00   1.1209071e+00   1.1318268e+00   1.1411842e+00   1.1484267e+00   1.1530270e+00   1.1541040e+00   1.1542022e+00
   9.9515395e-01   9.9520796e-01   9.9580167e-01   9.9837855e-01   1.0026114e+00   1.0084114e+00   1.0156675e+00   1.0242555e+00   1.0340450e+00   1.0449049e+00   1.0567040e+00   1.0693081e+00   1.0825721e+00   1.0963273e+00   1.1103624e+00   1.1243974e+00   1.1380534e+00   1.1508215e+00   1.1620451e+00   1.1709423e+00   1.1767023e+00   1.1780613e+00   1.1781852e+00
   1.0055975e+00   1.0056494e+00   1.0062202e+00   1.0087015e+00   1.0127939e+00   1.0184354e+00   1.0255482e+00   1.0340450e+00   1.0438345e+00   1.0548256e+00   1.0669282e+00   1.0800508e+00   1.0940928e+00   1.1089311e+00   1.1243974e+00   1.1402425e+00   1.1560877e+00   1.1713606e+00   1.1852324e+00   1.1965950e+00   1.2041609e+00   1.2059684e+00   1.2061334e+00
   1.0143798e+00   1.0144305e+00   1.0149878e+00   1.0174134e+00   1.0214273e+00   1.0269882e+00   1.0340450e+00   1.0425417e+00   1.0524224e+00   1.0636348e+00   1.0761326e+00   1.0898740e+00   1.1048171e+00   1.1209071e+00   1.1380534e+00   1.1560877e+00   1.1746943e+00   1.1933009e+00   1.2109290e+00   1.2260443e+00   1.2365563e+00   1.2391262e+00   1.2393614e+00
   1.0215403e+00   1.0215903e+00   1.0221405e+00   1.0245371e+00   1.0285136e+00   1.0340450e+00   1.0411018e+00   1.0496545e+00   1.0596786e+00   1.0711587e+00   1.0840932e+00   1.0984956e+00   1.1143944e+00   1.1318268e+00   1.1508215e+00   1.1713606e+00   1.1933009e+00   1.2162197e+00   1.2391384e+00   1.2600967e+00   1.2757259e+00   1.2797441e+00   1.2801136e+00
   1.0271001e+00   1.0271499e+00   1.0276967e+00   1.0300810e+00   1.0340450e+00   1.0395764e+00   1.0466627e+00   1.0552961e+00   1.0654786e+00   1.0772284e+00   1.0905858e+00   1.1056207e+00   1.1224381e+00   1.1411842e+00   1.1620451e+00   1.1852324e+00   1.2109290e+00   1.2391384e+00   1.2693084e+00   1.2994783e+00   1.3246799e+00   1.3320069e+00   1.3326888e+00
   1.0310689e+00   1.0311185e+00   1.0316643e+00   1.0340450e+00   1.0380090e+00   1.0435528e+00   1.0506765e+00   1.0593884e+00   1.0697114e+00   1.0816903e+00   1.0954012e+00   1.1109632e+00   1.1285533e+00   1.1484267e+00   1.1709423e+00   1.1965950e+00   1.2260443e+00   1.2600967e+00   1.2994783e+00   1.3438282e+00   1.3881781e+00   1.4054153e+00   1.4070861e+00
   1.0334498e+00   1.0334994e+00   1.0340450e+00   1.0364257e+00   1.0403932e+00   1.0459495e+00   1.0531021e+00   1.0618697e+00   1.0722883e+00   1.0844202e+00   1.0983654e+00   1.1142775e+00   1.1323853e+00   1.1530270e+00   1.1767023e+00   1.2041609e+00   1.2365563e+00   1.2757259e+00   1.3246799e+00   1.3881781e+00   1.4709538e+00   1.5278621e+00   1.5349478e+00
   1.0339954e+00   1.0340450e+00   1.0345906e+00   1.0369715e+00   1.0409401e+00   1.0464996e+00   1.0536595e+00   1.0624405e+00   1.0728820e+00   1.0850503e+00   1.0990512e+00   1.1150464e+00   1.1332778e+00   1.1541040e+00   1.1780613e+00   1.2059684e+00   1.2391262e+00   1.2797441e+00   1.3320069e+00   1.4054153e+00   1.5278621e+00   1.7118378e+00   1.7787381e+00
   1.0340450e+00   1.0340946e+00   1.0346402e+00   1.0370211e+00   1.0409898e+00   1.0465496e+00   1.0537101e+00   1.0624924e+00   1.0729360e+00   1.0851076e+00   1.0991136e+00   1.1151164e+00   1.1333591e+00   1.1542022e+00   1.1781852e+00   1.2061334e+00   1.2393614e+00   1.2801136e+00   1.3326888e+00   1.4070861e+00   1.5349478e+00   1.7787381e+00   2.0680899e+00
