r,dp
2.435159132377184221e+01,7.648399591342696091e-01
2.469817807045693669e+01,7.674767610912340832e-01
2.507987240796890660e+01,7.703462335951614115e-01
2.549509756796392423e+01,7.734279261472406519e-01
2.594224354214569317e+01,7.767013955665460490e-01
2.641968962724581260e+01,7.801465019136387680e-01
2.692582403567251959e+01,7.837436404217162922e-01
2.745906043549196340e+01,7.874739113907519572e-01
2.801785145224380003e+01,7.913192328317244506e-01
2.860069929215018192e+01,7.952624024187501250e-01
2.920616373302046753e+01,7.992871161784047551e-01
2.983286778035259701e+01,8.033779515199488408e-01
3.047950130825634218e+01,8.075203218923259207e-01
3.114482300479487265e+01,8.117004097273401442e-01
3.182766092567909766e+01,8.159050835440553318e-01
3.252691193458118590e+01,8.201218042618557691e-01
3.324154027718932269e+01,8.243385249796562064e-01
2.400000000000000000e+01,7.606460015110800832e-01
2.402082429892862692e+01,7.608097681379325516e-01
2.408318915758459156e+01,7.612995566517481993e-01
2.418677324489564739e+01,7.621108836881064219e-01
2.433105012119287736e+01,7.632364422422749373e-01
2.451530134426252516e+01,7.646663366008276119e-01
2.473863375370596174e+01,7.663883870087661032e-01
2.500000000000000000e+01,7.683884834734536762e-01
2.529822128134703618e+01,7.706509666306099460e-01
2.563201123595259290e+01,7.731590142852109437e-01
2.600000000000000000e+01,7.758950146802611192e-01
2.640075756488817049e+01,7.788409111631436899e-01
2.683281572999747766e+01,7.819785071021105871e-01
2.729468812791236232e+01,7.852897241129376260e-01
2.778488797889960793e+01,7.887568104779026923e-01
2.830194339616981125e+01,7.923624998191083346e-01
2.884441020371191300e+01,7.960901225116696622e-01
2.941088233970548416e+01,7.999236739890984715e-01
3.000000000000000000e+01,8.038478450807662323e-01
3.061045573002793319e+01,8.078480199504463055e-01
3.124099870362661591e+01,8.119102472119172909e-01
3.189043743820394994e+01,8.160211895146398664e-01
3.255764119219941222e+01,8.201680564358281300e-01
3.324154027718932269e+01,8.243385249796562064e-01
3.394112549695427816e+01,8.285206514423200108e-01
