   99.998  99.998  99.998  99.998  99.999 100.000 100.001 100.003 100.004 100.006 100.008 100.011 100.013 100.016 100.020       100.023 100.027 100.031 100.035 100.040 100.044 100.049 100.055 100.061 100.067 100.073 100.079 100.086 100.094 100.101    100.109 100.118 100.127 100.136 100.146 100.157 100.168 100.180 100.193 100.206 100.221 100.236 100.253 100.271 100.290     100.311 100.333 100.356 100.379 100.400 100.416 100.420 100.420
   99.999  99.999  99.999  99.999 100.000 100.001 100.002 100.003 100.005 100.007 100.009 100.012 100.014 100.017 100.021       100.024 100.028 100.032 100.036 100.041 100.045 100.051 100.056 100.062 100.068 100.074 100.081 100.088 100.095 100.103    100.111 100.120 100.129 100.138 100.149 100.159 100.171 100.183 100.196 100.210 100.225 100.242 100.260 100.279 100.301     100.324 100.350 100.379 100.409 100.440 100.465 100.473 100.474
   99.999 100.000 100.000 100.000 100.001 100.002 100.003 100.004 100.006 100.008 100.010 100.012 100.015 100.018 100.021       100.025 100.028 100.032 100.037 100.041 100.046 100.051 100.057 100.062 100.068 100.075 100.082 100.089 100.096 100.104    100.112 100.121 100.130 100.140 100.150 100.161 100.173 100.186 100.199 100.213 100.229 100.246 100.265 100.286 100.309     100.335 100.365 100.400 100.440 100.485 100.530 100.547 100.549
  100.000 100.000 100.000 100.000 100.001 100.002 100.003 100.004 100.006 100.008 100.010 100.013 100.015 100.018 100.022       100.025 100.029 100.033 100.037 100.042 100.047 100.052 100.057 100.063 100.069 100.075 100.082 100.089 100.097 100.105    100.113 100.122 100.131 100.141 100.151 100.162 100.174 100.187 100.201 100.215 100.232 100.249 100.269 100.290 100.315     100.343 100.376 100.416 100.465 100.530 100.614 100.671 100.678
  100.000 100.000 100.000 100.000 100.001 100.002 100.003 100.005 100.006 100.008 100.010 100.013 100.015 100.018 100.022       100.025 100.029 100.033 100.037 100.042 100.047 100.052 100.057 100.063 100.069 100.075 100.082 100.089 100.097 100.105    100.113 100.122 100.131 100.141 100.151 100.163 100.175 100.187 100.201 100.216 100.232 100.250 100.269 100.291 100.316     100.345 100.379 100.420 100.473 100.547 100.671 100.858 100.925
  100.000 100.000 100.000 100.000 100.001 100.002 100.003 100.005 100.006 100.008 100.010 100.013 100.015 100.018 100.022       100.025 100.029 100.033 100.037 100.042 100.047 100.052 100.057 100.063 100.069 100.075 100.082 100.089 100.097 100.105    100.113 100.122 100.131 100.141 100.152 100.163 100.175 100.187 100.201 100.216 100.232 100.250 100.269 100.291 100.316     100.345 100.379 100.420 100.473 100.549 100.678 100.925 101.219





